Year,Month,Station,Peak,Traffic
2013,5,White Flint,AM Peak,1618.6
2013,6,White Flint,AM Peak,1673.1
2013,7,White Flint,AM Peak,1584
2013,8,White Flint,AM Peak,1492.8
2013,9,White Flint,AM Peak,1655.1
2013,10,White Flint,AM Peak,1498.2
2013,11,White Flint,AM Peak,1533.9
2013,12,White Flint,AM Peak,1293
2014,1,White Flint,AM Peak,1414.1
2014,2,White Flint,AM Peak,1479.1
2014,3,White Flint,AM Peak,1441.4
2014,4,White Flint,AM Peak,1577.5
2014,5,White Flint,AM Peak,1593.1
2014,6,White Flint,AM Peak,1662
2014,7,White Flint,AM Peak,1586.5
2014,8,White Flint,AM Peak,1474.1
2014,9,White Flint,AM Peak,1649.7
2014,10,White Flint,AM Peak,1656.5
2014,11,White Flint,AM Peak,1560.7
2014,12,White Flint,AM Peak,1372.6
2013,10,Wiehle,AM Peak,5.3
2013,11,Wiehle,AM Peak,4.3
2013,12,Wiehle,AM Peak,0.5
2014,6,Wiehle,AM Peak,10.3
2014,7,Wiehle,AM Peak,1944
2014,8,Wiehle,AM Peak,4640.2
2014,9,Wiehle,AM Peak,5129.2
2014,10,Wiehle,AM Peak,5179.8
2014,11,Wiehle,AM Peak,4832.8
2014,12,Wiehle,AM Peak,4315.7
2010,9,Woodley Park-Zoo,AM Peak,2745.2
2010,10,Woodley Park-Zoo,AM Peak,2829.7
2010,11,Woodley Park-Zoo,AM Peak,2574.2
2010,12,Woodley Park-Zoo,AM Peak,2188.7
2011,1,Woodley Park-Zoo,AM Peak,2564.7
2011,2,Woodley Park-Zoo,AM Peak,2795.9
2011,3,Woodley Park-Zoo,AM Peak,2854.7
2011,4,Woodley Park-Zoo,AM Peak,2708.1
2011,5,Woodley Park-Zoo,AM Peak,2664.1
2011,6,Woodley Park-Zoo,AM Peak,2871.3
2011,7,Woodley Park-Zoo,AM Peak,2790.2
2011,8,Woodley Park-Zoo,AM Peak,2512.7
2011,9,Woodley Park-Zoo,AM Peak,2818.6
2011,10,Woodley Park-Zoo,AM Peak,2975.4
2011,11,Woodley Park-Zoo,AM Peak,2797.6
2011,12,Woodley Park-Zoo,AM Peak,2296.8
2012,1,Woodley Park-Zoo,AM Peak,2761.3
2012,2,Woodley Park-Zoo,AM Peak,2874.4
2012,3,Woodley Park-Zoo,AM Peak,2857.7
2012,4,Woodley Park-Zoo,AM Peak,2859
2012,5,Woodley Park-Zoo,AM Peak,2784.5
2012,6,Woodley Park-Zoo,AM Peak,2910.4
2012,7,Woodley Park-Zoo,AM Peak,2849.5
2012,8,Woodley Park-Zoo,AM Peak,2445.4
2012,9,Woodley Park-Zoo,AM Peak,2821.6
2012,10,Woodley Park-Zoo,AM Peak,2776.9
2012,11,Woodley Park-Zoo,AM Peak,2629.7
2012,12,Woodley Park-Zoo,AM Peak,2117.4
2013,1,Woodley Park-Zoo,AM Peak,2606
2013,2,Woodley Park-Zoo,AM Peak,2804.6
2013,3,Woodley Park-Zoo,AM Peak,2642.1
2013,4,Woodley Park-Zoo,AM Peak,2758.2
2013,5,Woodley Park-Zoo,AM Peak,2603
2013,6,Woodley Park-Zoo,AM Peak,2830.7
2013,7,Woodley Park-Zoo,AM Peak,2741
2013,8,Woodley Park-Zoo,AM Peak,2418.2
2013,9,Woodley Park-Zoo,AM Peak,2734.9
2013,10,Woodley Park-Zoo,AM Peak,2612.1
2013,11,Woodley Park-Zoo,AM Peak,2480.6
2013,12,Woodley Park-Zoo,AM Peak,1945.6
2014,1,Woodley Park-Zoo,AM Peak,2413.3
2014,2,Woodley Park-Zoo,AM Peak,2552
2014,3,Woodley Park-Zoo,AM Peak,2489.3
2014,4,Woodley Park-Zoo,AM Peak,2652.7
2014,5,Woodley Park-Zoo,AM Peak,2544
2014,6,Woodley Park-Zoo,AM Peak,2939.9
2014,7,Woodley Park-Zoo,AM Peak,2826.6
2014,8,Woodley Park-Zoo,AM Peak,2392.3
2014,9,Woodley Park-Zoo,AM Peak,2644
2014,10,Woodley Park-Zoo,AM Peak,2656.9
2014,11,Woodley Park-Zoo,AM Peak,2513.1
2014,12,Woodley Park-Zoo,AM Peak,2047.5
