Year,Month,Station,Peak,Traffic
2014,7,Capitol South,AM Peak,899.4
2014,8,Capitol South,AM Peak,788.4
2014,9,Capitol South,AM Peak,964.4
2014,10,Capitol South,AM Peak,955.8
2014,11,Capitol South,AM Peak,882.9
2014,12,Capitol South,AM Peak,705.9
2010,9,Cheverly,AM Peak,1025.8
2010,10,Cheverly,AM Peak,1027.8
2010,11,Cheverly,AM Peak,975.1
2010,12,Cheverly,AM Peak,883.7
2011,1,Cheverly,AM Peak,930
2011,2,Cheverly,AM Peak,992.5
2011,3,Cheverly,AM Peak,1041.8
2011,4,Cheverly,AM Peak,1005.1
2011,5,Cheverly,AM Peak,1033.3
2011,6,Cheverly,AM Peak,1045.8
2011,7,Cheverly,AM Peak,1026.4
2011,8,Cheverly,AM Peak,958.4
2011,9,Cheverly,AM Peak,1029.5
2011,10,Cheverly,AM Peak,1021
2011,11,Cheverly,AM Peak,997
2011,12,Cheverly,AM Peak,903.3
2012,1,Cheverly,AM Peak,997.6
2012,2,Cheverly,AM Peak,1016.5
2012,3,Cheverly,AM Peak,1035.7
2012,4,Cheverly,AM Peak,992.8
2012,5,Cheverly,AM Peak,1009.8
2012,6,Cheverly,AM Peak,1004.1
2012,7,Cheverly,AM Peak,978.2
2012,8,Cheverly,AM Peak,950.2
2012,9,Cheverly,AM Peak,1023.1
2012,10,Cheverly,AM Peak,996.2
2012,11,Cheverly,AM Peak,946.3
2012,12,Cheverly,AM Peak,850.9
2013,1,Cheverly,AM Peak,950
2013,2,Cheverly,AM Peak,986.9
2013,3,Cheverly,AM Peak,941.6
2013,4,Cheverly,AM Peak,1000.9
2013,5,Cheverly,AM Peak,1014.1
2013,6,Cheverly,AM Peak,1039
2013,7,Cheverly,AM Peak,1007.8
2013,8,Cheverly,AM Peak,963.5
2013,9,Cheverly,AM Peak,1021.6
2013,10,Cheverly,AM Peak,911
2013,11,Cheverly,AM Peak,957.8
2013,12,Cheverly,AM Peak,800.7
2014,1,Cheverly,AM Peak,874.2
2014,2,Cheverly,AM Peak,913.2
2014,3,Cheverly,AM Peak,885.4
2014,4,Cheverly,AM Peak,974
2014,5,Cheverly,AM Peak,999.2
2014,6,Cheverly,AM Peak,1000
2014,7,Cheverly,AM Peak,975.2
2014,8,Cheverly,AM Peak,912.9
2014,9,Cheverly,AM Peak,980.9
2014,10,Cheverly,AM Peak,990.6
2014,11,Cheverly,AM Peak,876.1
2014,12,Cheverly,AM Peak,807.3
2010,9,Clarendon,AM Peak,1706
2010,10,Clarendon,AM Peak,1733.5
2010,11,Clarendon,AM Peak,1630.9
2010,12,Clarendon,AM Peak,1436.5
2011,1,Clarendon,AM Peak,1714.8
2011,2,Clarendon,AM Peak,1796.9
2011,3,Clarendon,AM Peak,1790.5
2011,4,Clarendon,AM Peak,1762.7
2011,5,Clarendon,AM Peak,1766.8
2011,6,Clarendon,AM Peak,1827.7
2011,7,Clarendon,AM Peak,1749.4
2011,8,Clarendon,AM Peak,1667.3
2011,9,Clarendon,AM Peak,1786.7
2011,10,Clarendon,AM Peak,1871.2
2011,11,Clarendon,AM Peak,1797
2011,12,Clarendon,AM Peak,1587.8
2012,1,Clarendon,AM Peak,1900.7
2012,2,Clarendon,AM Peak,1902.8
2012,3,Clarendon,AM Peak,1879.3
2012,4,Clarendon,AM Peak,1853.6
2012,5,Clarendon,AM Peak,1847.4
2012,6,Clarendon,AM Peak,1876.9
2012,7,Clarendon,AM Peak,1781
2012,8,Clarendon,AM Peak,1693
2012,9,Clarendon,AM Peak,1890.6
2012,10,Clarendon,AM Peak,1812.6
2012,11,Clarendon,AM Peak,1791.2
2012,12,Clarendon,AM Peak,1541.6
2013,1,Clarendon,AM Peak,1880
2013,2,Clarendon,AM Peak,1963.1
2013,3,Clarendon,AM Peak,1841.8
2013,4,Clarendon,AM Peak,1936.8
2013,5,Clarendon,AM Peak,1875.6
2013,6,Clarendon,AM Peak,1950.5
2013,7,Clarendon,AM Peak,1820.5
2013,8,Clarendon,AM Peak,1717.8
2013,9,Clarendon,AM Peak,1887.9
2013,10,Clarendon,AM Peak,1780.9
2013,11,Clarendon,AM Peak,1818.6
2013,12,Clarendon,AM Peak,1500.7
2014,1,Clarendon,AM Peak,1776.7
2014,2,Clarendon,AM Peak,1829.9
2014,3,Clarendon,AM Peak,1798.8
2014,4,Clarendon,AM Peak,1919.9
2014,5,Clarendon,AM Peak,1908.4
2014,6,Clarendon,AM Peak,1938.6
2014,7,Clarendon,AM Peak,1882
2014,8,Clarendon,AM Peak,1796.1
2014,9,Clarendon,AM Peak,2000.2
2014,10,Clarendon,AM Peak,2061
2014,11,Clarendon,AM Peak,1924.6
2014,12,Clarendon,AM Peak,1634.9
2010,9,Cleveland Park,AM Peak,2229.5
2010,10,Cleveland Park,AM Peak,2271.6
2010,11,Cleveland Park,AM Peak,2166.5
2010,12,Cleveland Park,AM Peak,1933
2011,1,Cleveland Park,AM Peak,2225
2011,2,Cleveland Park,AM Peak,2373.9
2011,3,Cleveland Park,AM Peak,2361.5
2011,4,Cleveland Park,AM Peak,2310.3
2011,5,Cleveland Park,AM Peak,2345.8
2011,6,Cleveland Park,AM Peak,2341
2011,7,Cleveland Park,AM Peak,2279
2011,8,Cleveland Park,AM Peak,2106.9
2011,9,Cleveland Park,AM Peak,2360.4
2011,10,Cleveland Park,AM Peak,2465.6
2011,11,Cleveland Park,AM Peak,2389.3
2011,12,Cleveland Park,AM Peak,2070.2
2012,1,Cleveland Park,AM Peak,2414.9
2012,2,Cleveland Park,AM Peak,2510.7
2012,3,Cleveland Park,AM Peak,2427.2
2012,4,Cleveland Park,AM Peak,2376.8
2012,5,Cleveland Park,AM Peak,2357.8
2012,6,Cleveland Park,AM Peak,2392
2012,7,Cleveland Park,AM Peak,2287.2
2012,8,Cleveland Park,AM Peak,2106
2012,9,Cleveland Park,AM Peak,2332.9
2012,10,Cleveland Park,AM Peak,2373.6
2012,11,Cleveland Park,AM Peak,2260.3
2012,12,Cleveland Park,AM Peak,1945.7
2013,1,Cleveland Park,AM Peak,2325.4
2013,2,Cleveland Park,AM Peak,2402.4
2013,3,Cleveland Park,AM Peak,2280
2013,4,Cleveland Park,AM Peak,2383.7
2013,5,Cleveland Park,AM Peak,2324.4
2013,6,Cleveland Park,AM Peak,2402.9
2013,7,Cleveland Park,AM Peak,2226.8
2013,8,Cleveland Park,AM Peak,2086.7
2013,9,Cleveland Park,AM Peak,2286.7
2013,10,Cleveland Park,AM Peak,2161.7
2013,11,Cleveland Park,AM Peak,2145.8
2013,12,Cleveland Park,AM Peak,1789.7
2014,1,Cleveland Park,AM Peak,2166.6
2014,2,Cleveland Park,AM Peak,2190.5
2014,3,Cleveland Park,AM Peak,2098.7
2014,4,Cleveland Park,AM Peak,2167
2014,5,Cleveland Park,AM Peak,2221.3
2014,6,Cleveland Park,AM Peak,2272.5
2014,7,Cleveland Park,AM Peak,2178.7
2014,8,Cleveland Park,AM Peak,2038.8
2014,9,Cleveland Park,AM Peak,2263.6
2014,10,Cleveland Park,AM Peak,2255.8
2014,11,Cleveland Park,AM Peak,2083.1
2014,12,Cleveland Park,AM Peak,1865.2
2010,9,College Park-U of MD,AM Peak,2025.1
2010,10,College Park-U of MD,AM Peak,2049
2010,11,College Park-U of MD,AM Peak,1938.5
2010,12,College Park-U of MD,AM Peak,1677.2
2011,1,College Park-U of MD,AM Peak,1796.6
2011,2,College Park-U of MD,AM Peak,1982.6
2011,3,College Park-U of MD,AM Peak,2033.2
2011,4,College Park-U of MD,AM Peak,2053
2011,5,College Park-U of MD,AM Peak,2047.7
2011,6,College Park-U of MD,AM Peak,2483.7
2011,7,College Park-U of MD,AM Peak,2451
2011,8,College Park-U of MD,AM Peak,2010.1
2011,9,College Park-U of MD,AM Peak,2001.9
2011,10,College Park-U of MD,AM Peak,2012.9
2011,11,College Park-U of MD,AM Peak,1919.2
2011,12,College Park-U of MD,AM Peak,1663.1
2012,1,College Park-U of MD,AM Peak,1851.3
2012,2,College Park-U of MD,AM Peak,2007.3
2012,3,College Park-U of MD,AM Peak,1988.7
2012,4,College Park-U of MD,AM Peak,2012.1
2012,5,College Park-U of MD,AM Peak,1974
2012,6,College Park-U of MD,AM Peak,2426.9
2012,7,College Park-U of MD,AM Peak,2274.2
2012,8,College Park-U of MD,AM Peak,1858.4
2012,9,College Park-U of MD,AM Peak,1908.7
2012,10,College Park-U of MD,AM Peak,1914.3
2012,11,College Park-U of MD,AM Peak,1773.6
2012,12,College Park-U of MD,AM Peak,1479.7
2013,1,College Park-U of MD,AM Peak,1701.9
2013,2,College Park-U of MD,AM Peak,1883.3
2013,3,College Park-U of MD,AM Peak,1800.9
2013,4,College Park-U of MD,AM Peak,1962.5
2013,5,College Park-U of MD,AM Peak,1870.9
2013,6,College Park-U of MD,AM Peak,2362.8
2013,7,College Park-U of MD,AM Peak,2286.2
2013,8,College Park-U of MD,AM Peak,1864
2013,9,College Park-U of MD,AM Peak,1876.4
2013,10,College Park-U of MD,AM Peak,1658.8
2013,11,College Park-U of MD,AM Peak,1780.3
2013,12,College Park-U of MD,AM Peak,1428.4
2014,1,College Park-U of MD,AM Peak,1588.4
2014,2,College Park-U of MD,AM Peak,1745.5
2014,3,College Park-U of MD,AM Peak,1715.8
2014,4,College Park-U of MD,AM Peak,1963.9
2014,5,College Park-U of MD,AM Peak,1888.1
2014,6,College Park-U of MD,AM Peak,2380.3
2014,7,College Park-U of MD,AM Peak,2313.3
2014,8,College Park-U of MD,AM Peak,1812.1
2014,9,College Park-U of MD,AM Peak,1827.1
2014,10,College Park-U of MD,AM Peak,1822
2014,11,College Park-U of MD,AM Peak,1696.1
2014,12,College Park-U of MD,AM Peak,1465.9
2010,9,Columbia Heights,AM Peak,4037.1
2010,10,Columbia Heights,AM Peak,4030
2010,11,Columbia Heights,AM Peak,3944.6
2010,12,Columbia Heights,AM Peak,3606.9
2011,1,Columbia Heights,AM Peak,4026.4
2011,2,Columbia Heights,AM Peak,3893.5
2011,3,Columbia Heights,AM Peak,3747.7
2011,4,Columbia Heights,AM Peak,4132.5
2011,5,Columbia Heights,AM Peak,4183.1
2011,6,Columbia Heights,AM Peak,4224.9
2011,7,Columbia Heights,AM Peak,4100.1
2011,8,Columbia Heights,AM Peak,3856.5
2011,9,Columbia Heights,AM Peak,4241.6
2011,10,Columbia Heights,AM Peak,4302.2
2011,11,Columbia Heights,AM Peak,4227.1
2011,12,Columbia Heights,AM Peak,3751
2012,1,Columbia Heights,AM Peak,4264
2012,2,Columbia Heights,AM Peak,4373.7
2012,3,Columbia Heights,AM Peak,4315
2012,4,Columbia Heights,AM Peak,4222.1
2012,5,Columbia Heights,AM Peak,4277.3
2012,6,Columbia Heights,AM Peak,4308.4
2012,7,Columbia Heights,AM Peak,4153
2012,8,Columbia Heights,AM Peak,3859.8
2012,9,Columbia Heights,AM Peak,4123.7
2012,10,Columbia Heights,AM Peak,4330.3
2012,11,Columbia Heights,AM Peak,4198
2012,12,Columbia Heights,AM Peak,3708.4
2013,1,Columbia Heights,AM Peak,4310.9
2013,2,Columbia Heights,AM Peak,4449.4
2013,3,Columbia Heights,AM Peak,4306.6
2013,4,Columbia Heights,AM Peak,4389.7
2013,5,Columbia Heights,AM Peak,4309.7
2013,6,Columbia Heights,AM Peak,4437.2
2013,7,Columbia Heights,AM Peak,4177.1
2013,8,Columbia Heights,AM Peak,3906.1
2013,9,Columbia Heights,AM Peak,4248.4
2013,10,Columbia Heights,AM Peak,4070
2013,11,Columbia Heights,AM Peak,4172
2013,12,Columbia Heights,AM Peak,3518.2
2014,1,Columbia Heights,AM Peak,4106.5
2014,2,Columbia Heights,AM Peak,4263.5
2014,3,Columbia Heights,AM Peak,4183.5
2014,4,Columbia Heights,AM Peak,4391.7
2014,5,Columbia Heights,AM Peak,4287.8
2014,6,Columbia Heights,AM Peak,4325
2014,7,Columbia Heights,AM Peak,4257.7
2014,8,Columbia Heights,AM Peak,3921.7
2014,9,Columbia Heights,AM Peak,4389.9
2014,10,Columbia Heights,AM Peak,4391.4
2014,11,Columbia Heights,AM Peak,4199.3
2014,12,Columbia Heights,AM Peak,3577.6
2010,9,Congress Heights,AM Peak,1368.7
2010,10,Congress Heights,AM Peak,1368.5
2010,11,Congress Heights,AM Peak,1319.9
2010,12,Congress Heights,AM Peak,1157
2011,1,Congress Heights,AM Peak,1234.9
2011,2,Congress Heights,AM Peak,1373.1
2011,3,Congress Heights,AM Peak,1388.6
2011,4,Congress Heights,AM Peak,1256.9
2011,5,Congress Heights,AM Peak,1367.8
2011,6,Congress Heights,AM Peak,1290.6
2011,7,Congress Heights,AM Peak,1291.3
2011,8,Congress Heights,AM Peak,1193.1
2011,9,Congress Heights,AM Peak,1482.2
2011,10,Congress Heights,AM Peak,1469.6
2011,11,Congress Heights,AM Peak,1453.1
2011,12,Congress Heights,AM Peak,1270.1
2012,1,Congress Heights,AM Peak,1430
2012,2,Congress Heights,AM Peak,1482
2012,3,Congress Heights,AM Peak,1509.2
2012,4,Congress Heights,AM Peak,1391.9
2012,5,Congress Heights,AM Peak,1479.2
2012,6,Congress Heights,AM Peak,1356.5
2012,7,Congress Heights,AM Peak,1326.9
2012,8,Congress Heights,AM Peak,1222.9
2012,9,Congress Heights,AM Peak,1568.9
2012,10,Congress Heights,AM Peak,1574
2012,11,Congress Heights,AM Peak,1516.7
2012,12,Congress Heights,AM Peak,1326.8
2013,1,Congress Heights,AM Peak,1422
2013,2,Congress Heights,AM Peak,1526.8
2013,3,Congress Heights,AM Peak,1439.9
2013,4,Congress Heights,AM Peak,1440.7
2013,5,Congress Heights,AM Peak,1546.2
2013,6,Congress Heights,AM Peak,1422.6
2013,7,Congress Heights,AM Peak,1363.5
2013,8,Congress Heights,AM Peak,1306.2
2013,9,Congress Heights,AM Peak,1555.6
2013,10,Congress Heights,AM Peak,1421.6
2013,11,Congress Heights,AM Peak,1418.6
2013,12,Congress Heights,AM Peak,1238.7
2014,1,Congress Heights,AM Peak,1281.2
2014,2,Congress Heights,AM Peak,1404.3
2014,3,Congress Heights,AM Peak,1379.5
2014,4,Congress Heights,AM Peak,1352.5
2014,5,Congress Heights,AM Peak,1409.2
2014,6,Congress Heights,AM Peak,1281.3
2014,7,Congress Heights,AM Peak,1330.8
2014,8,Congress Heights,AM Peak,1267.1
2014,9,Congress Heights,AM Peak,1514.4
2014,10,Congress Heights,AM Peak,1426.2
2014,11,Congress Heights,AM Peak,1339.1
2014,12,Congress Heights,AM Peak,1159.2
2010,9,Court House,AM Peak,3409.4
2010,10,Court House,AM Peak,3461.6
2010,11,Court House,AM Peak,3211.1
2010,12,Court House,AM Peak,2801.7
2011,1,Court House,AM Peak,3247.6
2011,2,Court House,AM Peak,3387.7
2011,3,Court House,AM Peak,3410.4
2011,4,Court House,AM Peak,3354.9
2011,5,Court House,AM Peak,3297.7
2011,6,Court House,AM Peak,3407.3
2011,7,Court House,AM Peak,3238.6
2011,8,Court House,AM Peak,3089.9
2011,9,Court House,AM Peak,3300.9
2011,10,Court House,AM Peak,3411
2011,11,Court House,AM Peak,3241.1
2011,12,Court House,AM Peak,2819.8
2012,1,Court House,AM Peak,3259.9
2012,2,Court House,AM Peak,3333.7
2012,3,Court House,AM Peak,3284.4
2012,4,Court House,AM Peak,3301.3
2012,5,Court House,AM Peak,3278.7
2012,6,Court House,AM Peak,3381
2012,7,Court House,AM Peak,3248.8
2012,8,Court House,AM Peak,3062
2012,9,Court House,AM Peak,3392.6
2012,10,Court House,AM Peak,3478.4
2012,11,Court House,AM Peak,3241.8
2012,12,Court House,AM Peak,2742.2
2013,1,Court House,AM Peak,3291.7
2013,2,Court House,AM Peak,3418.8
2013,3,Court House,AM Peak,3245.7
2013,4,Court House,AM Peak,3508
2013,5,Court House,AM Peak,3365.8
2013,6,Court House,AM Peak,3459.6
2013,7,Court House,AM Peak,3302.5
2013,8,Court House,AM Peak,3142.6
2013,9,Court House,AM Peak,3474.3
2013,10,Court House,AM Peak,3335.3
2013,11,Court House,AM Peak,3271.8
2013,12,Court House,AM Peak,2658.2
2014,1,Court House,AM Peak,3156.2
2014,2,Court House,AM Peak,3260
2014,3,Court House,AM Peak,3205.9
2014,4,Court House,AM Peak,3438.1
2014,5,Court House,AM Peak,3405.2
2014,6,Court House,AM Peak,3444
2014,7,Court House,AM Peak,3387.9
2014,8,Court House,AM Peak,3287
2014,9,Court House,AM Peak,3549
2014,10,Court House,AM Peak,3577.5
2014,11,Court House,AM Peak,3359.3
2014,12,Court House,AM Peak,2815.4
2010,9,Crystal City,AM Peak,4159.7
2010,10,Crystal City,AM Peak,4373.7
2010,11,Crystal City,AM Peak,3926.2
2010,12,Crystal City,AM Peak,3381.3
2011,1,Crystal City,AM Peak,3980.5
2011,2,Crystal City,AM Peak,4166.6
2011,3,Crystal City,AM Peak,4515.3
2011,4,Crystal City,AM Peak,4403.7
2011,5,Crystal City,AM Peak,4322.7
2011,6,Crystal City,AM Peak,4575.6
2011,7,Crystal City,AM Peak,4384.4
2011,8,Crystal City,AM Peak,4098.5
2011,9,Crystal City,AM Peak,4298.6
2011,10,Crystal City,AM Peak,4542.6
2011,11,Crystal City,AM Peak,4124.9
2011,12,Crystal City,AM Peak,3468.5
2012,1,Crystal City,AM Peak,4156.5
2012,2,Crystal City,AM Peak,4251.4
2012,3,Crystal City,AM Peak,4510.2
2012,4,Crystal City,AM Peak,4460.2
2012,5,Crystal City,AM Peak,4215.7
2012,6,Crystal City,AM Peak,4689
2012,7,Crystal City,AM Peak,4596.2
2012,8,Crystal City,AM Peak,3875.1
2012,9,Crystal City,AM Peak,4110.9
2012,10,Crystal City,AM Peak,4218.7
2012,11,Crystal City,AM Peak,3851.2
2012,12,Crystal City,AM Peak,3230.5
2013,1,Crystal City,AM Peak,3924.1
2013,2,Crystal City,AM Peak,4148.9
2013,3,Crystal City,AM Peak,4164.1
2013,4,Crystal City,AM Peak,4312.3
2013,5,Crystal City,AM Peak,3992.4
2013,6,Crystal City,AM Peak,4323.9
2013,7,Crystal City,AM Peak,4114.4
2013,8,Crystal City,AM Peak,3738.1
2013,9,Crystal City,AM Peak,3973.5
2013,10,Crystal City,AM Peak,3724.1
2013,11,Crystal City,AM Peak,3791.7
2013,12,Crystal City,AM Peak,3026.8
2014,1,Crystal City,AM Peak,3646.1
2014,2,Crystal City,AM Peak,3763.6
2014,3,Crystal City,AM Peak,3870.8
2014,4,Crystal City,AM Peak,4263.7
2014,5,Crystal City,AM Peak,3902.9
2014,6,Crystal City,AM Peak,4116.2
2014,7,Crystal City,AM Peak,4081.8
2014,8,Crystal City,AM Peak,3748.4
2014,9,Crystal City,AM Peak,3983.1
2014,10,Crystal City,AM Peak,3995
2014,11,Crystal City,AM Peak,3720.4
2014,12,Crystal City,AM Peak,3085.2
2010,9,Deanwood,AM Peak,944.7
2010,10,Deanwood,AM Peak,913.6
2010,11,Deanwood,AM Peak,871.9
2010,12,Deanwood,AM Peak,771
2011,1,Deanwood,AM Peak,803.9
2011,2,Deanwood,AM Peak,856.2
2011,3,Deanwood,AM Peak,897.6
2011,4,Deanwood,AM Peak,858.1
2011,5,Deanwood,AM Peak,913.7
2011,6,Deanwood,AM Peak,888.8
2011,7,Deanwood,AM Peak,899.3
2011,8,Deanwood,AM Peak,838.5
2011,9,Deanwood,AM Peak,962.5
2011,10,Deanwood,AM Peak,950.6
2011,11,Deanwood,AM Peak,921.3
2011,12,Deanwood,AM Peak,825.5
2012,1,Deanwood,AM Peak,913.3
2012,2,Deanwood,AM Peak,927.8
2012,3,Deanwood,AM Peak,942
2012,4,Deanwood,AM Peak,873.6
2012,5,Deanwood,AM Peak,921.2
2012,6,Deanwood,AM Peak,888.1
2012,7,Deanwood,AM Peak,867.2
2012,8,Deanwood,AM Peak,828.2
2012,9,Deanwood,AM Peak,943.9
2012,10,Deanwood,AM Peak,917.9
2012,11,Deanwood,AM Peak,859
2012,12,Deanwood,AM Peak,775.2
2013,1,Deanwood,AM Peak,841.1
2013,2,Deanwood,AM Peak,901.6
2013,3,Deanwood,AM Peak,853.9
2013,4,Deanwood,AM Peak,865.5
2013,5,Deanwood,AM Peak,928.5
2013,6,Deanwood,AM Peak,887.4
2013,7,Deanwood,AM Peak,864.9
2013,8,Deanwood,AM Peak,821.4
2013,9,Deanwood,AM Peak,928.7
2013,10,Deanwood,AM Peak,850.1
2013,11,Deanwood,AM Peak,866
2013,12,Deanwood,AM Peak,741.3
2014,1,Deanwood,AM Peak,740.8
2014,2,Deanwood,AM Peak,816.1
2014,3,Deanwood,AM Peak,812.6
2014,4,Deanwood,AM Peak,866.7
2014,5,Deanwood,AM Peak,883.4
2014,6,Deanwood,AM Peak,869.4
2014,7,Deanwood,AM Peak,884.5
2014,8,Deanwood,AM Peak,811.2
2014,9,Deanwood,AM Peak,934.8
2014,10,Deanwood,AM Peak,887.2
2014,11,Deanwood,AM Peak,804.9
2014,12,Deanwood,AM Peak,742.4
2010,9,Dunn Loring,AM Peak,3039.4
2010,10,Dunn Loring,AM Peak,3093.8
2010,11,Dunn Loring,AM Peak,2872.3
2010,12,Dunn Loring,AM Peak,2588.4
2011,1,Dunn Loring,AM Peak,2764.7
2011,2,Dunn Loring,AM Peak,2943.7
2011,3,Dunn Loring,AM Peak,3027.5
2011,4,Dunn Loring,AM Peak,2972.9
2011,5,Dunn Loring,AM Peak,2990
2011,6,Dunn Loring,AM Peak,3127.7
2011,7,Dunn Loring,AM Peak,3015.5
2011,8,Dunn Loring,AM Peak,2905.7
2011,9,Dunn Loring,AM Peak,3009.6
2011,10,Dunn Loring,AM Peak,3037.9
2011,11,Dunn Loring,AM Peak,2896
2011,12,Dunn Loring,AM Peak,2556.3
2012,1,Dunn Loring,AM Peak,2871.2
2012,2,Dunn Loring,AM Peak,2903.1
2012,3,Dunn Loring,AM Peak,2881
2012,4,Dunn Loring,AM Peak,2841.7
2012,5,Dunn Loring,AM Peak,2885.1
2012,6,Dunn Loring,AM Peak,2910.2
2012,7,Dunn Loring,AM Peak,2784.6
2012,8,Dunn Loring,AM Peak,2652.6
2012,9,Dunn Loring,AM Peak,2819.1
2012,10,Dunn Loring,AM Peak,2815
2012,11,Dunn Loring,AM Peak,2636.4
2012,12,Dunn Loring,AM Peak,2299.1
2013,1,Dunn Loring,AM Peak,2658.9
2013,2,Dunn Loring,AM Peak,2789.9
2013,3,Dunn Loring,AM Peak,2627.4
2013,4,Dunn Loring,AM Peak,2878.7
2013,5,Dunn Loring,AM Peak,2816.1
2013,6,Dunn Loring,AM Peak,2920
2013,7,Dunn Loring,AM Peak,2815.1
2013,8,Dunn Loring,AM Peak,2688
2013,9,Dunn Loring,AM Peak,2937.3
2013,10,Dunn Loring,AM Peak,2692.5
2013,11,Dunn Loring,AM Peak,2800.8
2013,12,Dunn Loring,AM Peak,2331.5
2014,1,Dunn Loring,AM Peak,2613.7
2014,2,Dunn Loring,AM Peak,2726.8
2014,3,Dunn Loring,AM Peak,2734.4
2014,4,Dunn Loring,AM Peak,3009.4
2014,5,Dunn Loring,AM Peak,3002.1
2014,6,Dunn Loring,AM Peak,3109.7
2014,7,Dunn Loring,AM Peak,2978.1
2014,8,Dunn Loring,AM Peak,2569.6
2014,9,Dunn Loring,AM Peak,2713.3
2014,10,Dunn Loring,AM Peak,2678.4
2014,11,Dunn Loring,AM Peak,2466.1
2014,12,Dunn Loring,AM Peak,2169
2010,9,Dupont Circle,AM Peak,4276.2
2010,10,Dupont Circle,AM Peak,4220
2010,11,Dupont Circle,AM Peak,4099.8
2010,12,Dupont Circle,AM Peak,3559.7
2011,1,Dupont Circle,AM Peak,4129.5
2011,2,Dupont Circle,AM Peak,4454
2011,3,Dupont Circle,AM Peak,4606.3
2011,4,Dupont Circle,AM Peak,4457.6
2011,5,Dupont Circle,AM Peak,4297.6
2011,6,Dupont Circle,AM Peak,4748.3
2011,7,Dupont Circle,AM Peak,4759.1
2011,8,Dupont Circle,AM Peak,4006.6
2011,9,Dupont Circle,AM Peak,4219.1
2011,10,Dupont Circle,AM Peak,4463.2
2011,11,Dupont Circle,AM Peak,4229.1
2011,12,Dupont Circle,AM Peak,3617.2
2012,1,Dupont Circle,AM Peak,4194.8
2012,2,Dupont Circle,AM Peak,4012.1
2012,3,Dupont Circle,AM Peak,3979.2
2012,4,Dupont Circle,AM Peak,3975
2012,5,Dupont Circle,AM Peak,3816.4
2012,6,Dupont Circle,AM Peak,4251.3
2012,7,Dupont Circle,AM Peak,4181.8
2012,8,Dupont Circle,AM Peak,3581
2012,9,Dupont Circle,AM Peak,3830.7
2012,10,Dupont Circle,AM Peak,3845.1
2012,11,Dupont Circle,AM Peak,3736.9
2012,12,Dupont Circle,AM Peak,3235.6
2013,1,Dupont Circle,AM Peak,3902.2
2013,2,Dupont Circle,AM Peak,4168.6
2013,3,Dupont Circle,AM Peak,4056.4
2013,4,Dupont Circle,AM Peak,4161.8
2013,5,Dupont Circle,AM Peak,4000.1
2013,6,Dupont Circle,AM Peak,4309.8
2013,7,Dupont Circle,AM Peak,4133.1
2013,8,Dupont Circle,AM Peak,3689.4
2013,9,Dupont Circle,AM Peak,3959.8
2013,10,Dupont Circle,AM Peak,3684.7
2013,11,Dupont Circle,AM Peak,3731.9
2013,12,Dupont Circle,AM Peak,3028.8
2014,1,Dupont Circle,AM Peak,3663.8
2014,2,Dupont Circle,AM Peak,3805.1
2014,3,Dupont Circle,AM Peak,3762.4
2014,4,Dupont Circle,AM Peak,3981.8
2014,5,Dupont Circle,AM Peak,3910.2
2014,6,Dupont Circle,AM Peak,4279.5
2014,7,Dupont Circle,AM Peak,4265.8
2014,8,Dupont Circle,AM Peak,3742.7
2014,9,Dupont Circle,AM Peak,3918.1
2014,10,Dupont Circle,AM Peak,4016.2
2014,11,Dupont Circle,AM Peak,3791.8
2014,12,Dupont Circle,AM Peak,3187.9
2010,9,East Falls Church,AM Peak,2517.6
2010,10,East Falls Church,AM Peak,2512.6
2010,11,East Falls Church,AM Peak,2152.7
2010,12,East Falls Church,AM Peak,2124.6
2011,1,East Falls Church,AM Peak,2383.1
2011,2,East Falls Church,AM Peak,2490.8
2011,3,East Falls Church,AM Peak,2561.1
2011,4,East Falls Church,AM Peak,2498.7
2011,5,East Falls Church,AM Peak,2574.5
2011,6,East Falls Church,AM Peak,2695.2
2011,7,East Falls Church,AM Peak,2615.4
2011,8,East Falls Church,AM Peak,2470
2011,9,East Falls Church,AM Peak,2619.5
2011,10,East Falls Church,AM Peak,2682
2011,11,East Falls Church,AM Peak,2553.3
2011,12,East Falls Church,AM Peak,2272.2
2012,1,East Falls Church,AM Peak,2580.1
2012,2,East Falls Church,AM Peak,2622.3
2012,3,East Falls Church,AM Peak,2644.9
2012,4,East Falls Church,AM Peak,2582
2012,5,East Falls Church,AM Peak,2623.7
2012,6,East Falls Church,AM Peak,2707.5
2012,7,East Falls Church,AM Peak,2571.2
2012,8,East Falls Church,AM Peak,2381.3
2012,9,East Falls Church,AM Peak,2635.3
2012,10,East Falls Church,AM Peak,2668.4
2012,11,East Falls Church,AM Peak,2518.9
2012,12,East Falls Church,AM Peak,2153.9
2013,1,East Falls Church,AM Peak,2536.2
2013,2,East Falls Church,AM Peak,2640.4
2013,3,East Falls Church,AM Peak,2431.8
2013,4,East Falls Church,AM Peak,2656.5
2013,5,East Falls Church,AM Peak,2581.6
2013,6,East Falls Church,AM Peak,2703.7
2013,7,East Falls Church,AM Peak,2529.6
2013,8,East Falls Church,AM Peak,2429
2013,9,East Falls Church,AM Peak,2657
2013,10,East Falls Church,AM Peak,2365.7
2013,11,East Falls Church,AM Peak,2430.3
2013,12,East Falls Church,AM Peak,2013.4
2014,1,East Falls Church,AM Peak,2282.9
2014,2,East Falls Church,AM Peak,2334.1
